index,mid,display_name,level_0,level_1,level_2,level_3,level_4,level_5,hierarchy_path,description
251,/m/0164x2,Music of Africa,Music,Music genre,Music of Africa,,,,Music > Music genre > Music of Africa,"Music whose style or form clearly indicates African origin or primarily African influence. Given the vastness of the continent, this covers many distinct musical traditions. Sub-Saharan African music frequently relies on percussion instruments including xylophones, drums, and tone-producing instruments such as the mbira or ""thumb piano."""
252,/m/0145m,Afrobeat,Music,Music genre,Music of Africa,Afrobeat,,,Music > Music genre > Music of Africa > Afrobeat,"A combination of traditional Nigerian music, Ghanaian music, jazz, highlife, funk, and chanted vocals, fused with percussion and vocal styles, popularised in Africa in the 1970s."
253,/m/02mscn,Christian music,Music,Music genre,Christian music,,,,Music > Music genre > Christian music,"Music that has been written to express either personal or a communal belief regarding Christian life and faith. Its forms vary widely across the world, according to culture and social context."
254,/m/016cjb,Gospel music,Music,Music genre,Christian music,Gospel music,,,Music > Music genre > Christian music > Gospel music,"A genre of Christian music usually featuring dominant vocals with Christian lyrics. Gospel music is rooted in the black oral tradition, in which hymns and sacred songs were repeated in call and response fashion, with hand clapping and foot stomping as rhythmic accompaniment."
255,/m/028sqc,Music of Asia,Music,Music genre,Music of Asia,,,,Music > Music genre > Music of Asia,"Musical styles originating from a large number of Asian countries located in Central, Southern, and East Asia."
256,/m/015vgc,Carnatic music,Music,Music genre,Music of Asia,Carnatic music,,,Music > Music genre > Music of Asia > Carnatic music,"A system of music commonly associated with the southern India, whose main emphasis is on vocal music. Although improvisation plays an important role, Carnatic music is mainly sung through compositions."
257,/m/0dq0md,Music of Bollywood,Music,Music genre,Music of Asia,Music of Bollywood,,,Music > Music genre > Music of Asia > Music of Bollywood,"Hindi film songs featured in Bollywood films. Bollywood songs, along with dance, are a characteristic motif of Hindi cinema which gives it enduring popular appeal, cultural value, and context."
258,/m/06rqw,Ska,Music,Music genre,Ska,,,,Music > Music genre > Ska,"A music genre that originated in Jamaica in the late 1950s, combining elements of Caribbean mento and calypso with American jazz and rhythm and blues. It is characterized by a walking bass line accented with rhythms on the off-beat."
259,/m/02p0sh1,Traditional music,Music,Music genre,Traditional music,,,,Music > Music genre > Traditional music,"Musical forms that have origins many generations into the past, commonly without formal notation or description, commonly familiar to people in a given culture."
260,/m/05rwpb,Independent music,Music,Music genre,Independent music,,,,Music > Music genre > Independent music,"Music produced independent of major commercial record labels, possibly including a do-it-yourself approach to recording and publishing. The term indie is also used to describe music of this style regardless of actual production channel."
261,/m/074ft,Song,Music,Musical concepts,Song,,,,Music > Musical concepts > Song,A musical work intended to be sung by the human voice with distinct and fixed pitches and patterns using sound and silence and a variety of forms that often include the repetition of sections.
262,/m/025td0t,Background music,Music,Music role,Background music,,,,Music > Music role > Background music,Styles of music or soundscapes primarily intended to be listened to passively and not meant to be the main focus of an audience.
263,/m/02cjck,Theme music,Music,Music role,Theme music,,,,Music > Music role > Theme music,"Music often written specifically for a radio program, television program, video game, or movie, and usually played during the intro, opening credits, and/or ending credits."
264,/m/03r5q_,Jingle (music),Music,Music role,Jingle (music),,,,Music > Music role > Jingle (music),A short song or tune used in advertising and for other commercial uses. The jingle contains one or more hooks that explicitly promote the product or service being advertised.
265,/m/0l14gg,Soundtrack music,Music,Music role,Soundtrack music,,,,Music > Music role > Soundtrack music,"Recorded music accompanying a movie, video, TV show, video game, or the like. Although any music can be used in a soundtrack, this specifically refers to music that suggests its use to accompany images, rather than something that happens to have been used that way."
266,/m/07pkxdp,Lullaby,Music,Music role,Lullaby,,,,Music > Music role > Lullaby,The act of singing a quiet song to lull a child to sleep.
267,/m/01z7dr,Video game music,Music,Music role,Video game music,,,,Music > Music role > Video game music,"The soundtrack that accompanies video games. Early video game music was once limited to simple melodies of early sound synthesizer technology; with advances in technology, video game music has now grown to include the same breadth and complexity associated with television and movie soundtracks."
268,/m/0140xf,Christmas music,Music,Music role,Christmas music,,,,Music > Music role > Christmas music,A variety of genres of music normally performed or heard around the Christmas season.
269,/m/0ggx5q,Dance music,Music,Music role,Dance music,,,,Music > Music role > Dance music,Music composed specifically to facilitate or accompany dancing. It can be either a whole musical piece or part of a larger musical arrangement.
270,/m/04wptg,Wedding music,Music,Music role,Wedding music,,,,Music > Music role > Wedding music,"Music played at wedding celebrations, including the ceremony and any festivities before or after the event."
271,/t/dd00031,Happy music,Music,Music mood,Happy music,,,,Music > Music mood > Happy music,Music that evokes or conveys feelings of happiness.
272,/t/dd00033,Sad music,Music,Music mood,Sad music,,,,Music > Music mood > Sad music,Music that evokes or conveys feelings of sadness.
273,/t/dd00034,Tender music,Music,Music mood,Tender music,,,,Music > Music mood > Tender music,Music that evokes or conveys feelings of tenderness.
274,/t/dd00035,Exciting music,Music,Music mood,Exciting music,,,,Music > Music mood > Exciting music,Music that evokes or conveys feelings of excitement.
275,/t/dd00036,Angry music,Music,Music mood,Angry music,,,,Music > Music mood > Angry music,Music that evokes or conveys feelings of anger.
276,/t/dd00037,Scary music,Music,Music mood,Scary music,,,,Music > Music mood > Scary music,Music that evokes or conveys feelings of fear.
277,/m/03m9d0z,Wind,Natural sounds,Wind,,,,,Natural sounds > Wind,"Sounds caused by the large-scale flow of gases, especially the air flowing over the surface of the Earth. Long-duration winds have various names associated with their average strength, such as breeze, gale, storm, and hurricane."
278,/m/09t49,Rustling leaves,Natural sounds,Wind,Rustling leaves,,,,Natural sounds > Wind > Rustling leaves,The sound of dried leaves rubbing against one another in respondse to being moved by the wind or another cause.
279,/t/dd00092,Wind noise (microphone),Sounds of things,Miscellaneous sources,Sound equipment,Microphone,Wind noise (microphone),,Sounds of things > Miscellaneous sources > Sound equipment > Microphone > Wind noise (microphone),"The noise produced when a strong air current passes over a microphone, causing large amplitude local turbulence, normally recorded as mechanical clipping as the microphone element exceeds its limits of linearity."
280,/m/0jb2l,Thunderstorm,Natural sounds,Thunderstorm,,,,,Natural sounds > Thunderstorm,"The sound of a storm characterized by the presence of lightning and its acoustic effect on the Earth's atmosphere, known as thunder."
281,/m/0ngt1,Thunder,Natural sounds,Thunderstorm,Thunder,,,,Natural sounds > Thunderstorm > Thunder,"The sound caused by lightning. Depending on the distance and nature of the lightning, thunder can range from a sharp, loud crack to a long, low rumble."
282,/m/0838f,Water,Natural sounds,Water,,,,,Natural sounds > Water,Sounds caused by motion of liquid water.
283,/m/06mb1,Rain,Natural sounds,Water,Rain,,,,Natural sounds > Water > Rain,The sound of droplets of liquid water that have condensed from atmospheric water vapor and then fallen under gravity.
284,/m/07r10fb,Raindrop,Natural sounds,Water,Rain,Raindrop,,,Natural sounds > Water > Rain > Raindrop,A sound clearly attributable to a single drop of rain.
285,/t/dd00038,Rain on surface,Natural sounds,Water,Rain,Rain on surface,,,Natural sounds > Water > Rain > Rain on surface,Steady sound of many rain drops striking a surface such as a roof or window.
286,/m/0j6m2,Stream,Natural sounds,Water,Stream,,,,Natural sounds > Water > Stream,"Sounds of a body of water with a current, confined within a bed and banks."
287,/m/0j2kx,Waterfall,Natural sounds,Water,Waterfall,,,,Natural sounds > Water > Waterfall,The sound of water flowing over a vertical drop or a series of drops in the course of a stream or river.
288,/m/05kq4,Ocean,Natural sounds,Water,Ocean,,,,Natural sounds > Water > Ocean,Sounds of the body of saline water that composes much of Earth's surface.
289,/m/034srq,"Waves, surf",Natural sounds,Water,Ocean,"Waves, surf",,,"Natural sounds > Water > Ocean > Waves, surf","Sounds caused by the surface waves that occur on the free surface of oceans, seas, lakes, rivers, etc., resulting from the wind blowing over the surface."
290,/m/06wzb,Steam,Natural sounds,Water,Steam,,,,Natural sounds > Water > Steam,"Sounds caused by  water in the gas phase, which is formed when water boils."
291,/m/07swgks,Gurgling,Natural sounds,Water,Gurgling,,,,Natural sounds > Water > Gurgling,"The bubbling sound of water flowing through a narrow constriction, such as from a bottle with a narrow neck."
292,/m/02_41,Fire,Natural sounds,Fire,,,,,Natural sounds > Fire,"Sounds resulting from  the rapid oxidation of a material in the exothermic chemical process of combustion, releasing heat, light, and various reaction products."
293,/m/07pzfmf,Crackle,Source-ambiguous sounds,Onomatopoeia,Crackle,,,,Source-ambiguous sounds > Onomatopoeia > Crackle,"An irregular sequence of sharp sounds, as from sudden vaporization of liquids trapped in a burning solid, or from a collection of snapping noises."
294,/m/07yv9,Vehicle,Sounds of things,Vehicle,,,,,Sounds of things > Vehicle,Sounds of mobile machines that transport people or cargo.
295,/m/019jd,"Boat, Water vehicle",Sounds of things,Vehicle,"Boat, Water vehicle",,,,"Sounds of things > Vehicle > Boat, Water vehicle","Sounds of watercraft designed to float, plane, work, or travel on water."
296,/m/0hsrw,"Sailboat, sailing ship",Sounds of things,Vehicle,"Boat, Water vehicle","Sailboat, sailing ship",,,"Sounds of things > Vehicle > Boat, Water vehicle > Sailboat, sailing ship",Sounds of a boat (large or small) propelled partly or entirely by sails.
297,/m/056ks2,"Rowboat, canoe, kayak",Sounds of things,Vehicle,"Boat, Water vehicle","Rowboat, canoe, kayak",,,"Sounds of things > Vehicle > Boat, Water vehicle > Rowboat, canoe, kayak",Sounds of a boat propelled using the motion of oars in the water.
298,/m/02rlv9,"Motorboat, speedboat",Sounds of things,Vehicle,"Boat, Water vehicle","Motorboat, speedboat",,,"Sounds of things > Vehicle > Boat, Water vehicle > Motorboat, speedboat",Sounds of a boat which is powered by an inboard or outboard engine.
299,/m/06q74,Ship,Sounds of things,Vehicle,"Boat, Water vehicle",Ship,,,"Sounds of things > Vehicle > Boat, Water vehicle > Ship","The sound of a large buoyant watercraft, distinguished from boats based on size, shape, and cargo or passenger capacity."
300,/m/012f08,Motor vehicle (road),Sounds of things,Vehicle,Motor vehicle (road),,,,Sounds of things > Vehicle > Motor vehicle (road),"Sounds of self-propelled land vehicles, usually wheeled, that do not operate on rails. Includes ""off-road"" vehicles designed for unmade roads."
301,/m/0k4j,Car,Sounds of things,Vehicle,Motor vehicle (road),Car,,,Sounds of things > Vehicle > Motor vehicle (road) > Car,"Sounds of a self-powered motor vehicle with usually four wheels used for transportation of one to eight people, designed to run primarily on roads."
302,/m/0912c9,"Vehicle horn, car horn, honking",Sounds of things,Alarm,"Vehicle horn, car horn, honking",,,,"Sounds of things > Alarm > Vehicle horn, car horn, honking",The sound of a motor vehicle accessory whose purpose is to provide an audible alert of the vehicle's presence.
303,/m/07qv_d5,Toot,Sounds of things,Alarm,"Vehicle horn, car horn, honking",Toot,,,"Sounds of things > Alarm > Vehicle horn, car horn, honking > Toot",A blast of a horn.
304,/m/02mfyn,Car alarm,Sounds of things,Alarm,Car alarm,,,,Sounds of things > Alarm > Car alarm,The loud sound of an electronic device installed in a vehicle in an attempt to discourage theft of the vehicle or its contents.
305,/m/04gxbd,"Power windows, electric windows",Sounds of things,Vehicle,Motor vehicle (road),Car,"Power windows, electric windows",,"Sounds of things > Vehicle > Motor vehicle (road) > Car > Power windows, electric windows","The sound of automobile windows being raised and lowered by a built-in electric motor, controlled by a button or switch."
306,/m/07rknqz,Skidding,Sounds of things,Vehicle,Motor vehicle (road),Car,Skidding,,Sounds of things > Vehicle > Motor vehicle (road) > Car > Skidding,The sound of a vehicle sliding on a road surface as a consequence of its wheels losing sufficient frictional contact.
307,/m/0h9mv,Tire squeal,Sounds of things,Vehicle,Motor vehicle (road),Car,Tire squeal,,Sounds of things > Vehicle > Motor vehicle (road) > Car > Tire squeal,The high-pitched sound of a rubber vehicle tire sliding over a road surface when the torque applied to the wheel (to either accelerate or decelerate) exceeds the maximum frictional force that can be supported.
308,/t/dd00134,Car passing by,Sounds of things,Vehicle,Motor vehicle (road),Car,Car passing by,,Sounds of things > Vehicle > Motor vehicle (road) > Car > Car passing by,"The sound of a motorized vehicle as it passes by a listener close to the vehicle's path. The sound may include engine and tire noise and will typically involve a clear build-up and/or decay of intensity as the vehicle approaches and retreats, as well as possible Doppler shift."
309,/m/0ltv,"Race car, auto racing",Sounds of things,Vehicle,Motor vehicle (road),Car,"Race car, auto racing",,"Sounds of things > Vehicle > Motor vehicle (road) > Car > Race car, auto racing","The sound of one or more motor vehicles engaged in a competition to complete a course as quickly as possible. Specialized race cars include many modifications, often making them much louder than common street vehicles."
310,/m/07r04,Truck,Sounds of things,Vehicle,Motor vehicle (road),Truck,,,Sounds of things > Vehicle > Motor vehicle (road) > Truck,Sounds of large motor vehicles designed to transport cargo on roads.
311,/m/0gvgw0,Air brake,Sounds of things,Vehicle,Motor vehicle (road),Truck,Air brake,,Sounds of things > Vehicle > Motor vehicle (road) > Truck > Air brake,Sounds of a vehicle braking system in which compressed air is used to transmit force to the brake pads on the wheels. The pneumatic system makes an abrupt hissing sound when the pressure is released by venting the air.
312,/m/05x_td,"Air horn, truck horn",Sounds of things,Alarm,"Air horn, truck horn",,,,"Sounds of things > Alarm > Air horn, truck horn",The sound of a pneumatic device mounted on large vehicles designed to create an extremely loud noise for signalling purposes.
313,/m/02rhddq,Reversing beeps,Sounds of things,Vehicle,Motor vehicle (road),Truck,Reversing beeps,,Sounds of things > Vehicle > Motor vehicle (road) > Truck > Reversing beeps,"The sound of an electronic warning device fitted to many commercial vehicles to alert pedestrians when the reverse gear is engaged, signaling that the vehicle is likely to move backwards."
314,/m/03cl9h,"Ice cream truck, ice cream van",Sounds of things,Vehicle,Motor vehicle (road),Truck,"Ice cream truck, ice cream van",,"Sounds of things > Vehicle > Motor vehicle (road) > Truck > Ice cream truck, ice cream van","Sounds of a commercial vehicle that serves as a mobile retail outlet for ice cream, usually during the summer. Ice cream vans often play a repeating nursery-rhyme-style melody from speakers mounted on the vehicle's exterior to attract customers."
315,/m/01bjv,Bus,Sounds of things,Vehicle,Motor vehicle (road),Bus,,,Sounds of things > Vehicle > Motor vehicle (road) > Bus,Interior and exterior sounds of a road vehicle designed to carry many passengers.
316,/m/03j1ly,Emergency vehicle,Sounds of things,Vehicle,Motor vehicle (road),Emergency vehicle,,,Sounds of things > Vehicle > Motor vehicle (road) > Emergency vehicle,"The sound of any vehicle that is designated and authorized to respond to an emergency. Since emergency vehicles often need to travel at high speeds, they are frequently fitted with audible sirens to warn other motorists to give way."
317,/m/04qvtq,Police car (siren),Sounds of things,Alarm,Siren,Police car (siren),,,Sounds of things > Alarm > Siren > Police car (siren),The sound of a siren fitted to a ground vehicle used by police when responding to incidents.
318,/m/012n7d,Ambulance (siren),Sounds of things,Alarm,Siren,Ambulance (siren),,,Sounds of things > Alarm > Siren > Ambulance (siren),The sound of a siren fitted to a vehicle used to transport sick or injured people to a hospital or other medical facility.
319,/m/012ndj,"Fire engine, fire truck (siren)",Sounds of things,Alarm,Siren,"Fire engine, fire truck (siren)",,,"Sounds of things > Alarm > Siren > Fire engine, fire truck (siren)",The sound of a siren fitted to a vehicle used to transport firefighters and their equipment to an emergency situation.
320,/m/04_sv,Motorcycle,Sounds of things,Vehicle,Motor vehicle (road),Motorcycle,,,Sounds of things > Vehicle > Motor vehicle (road) > Motorcycle,"Sounds of a small motor vehicle, usually with only two wheels. Motorcycles typically lack an external shell and seat riders astride the engine."
321,/m/0btp2,"Traffic noise, roadway noise",Sounds of things,Vehicle,Motor vehicle (road),"Traffic noise, roadway noise",,,"Sounds of things > Vehicle > Motor vehicle (road) > Traffic noise, roadway noise",The combined sounds of many motor vehicles traveling on roads.
322,/m/06d_3,Rail transport,Sounds of things,Vehicle,Rail transport,,,,Sounds of things > Vehicle > Rail transport,Sounds associated with wheeled vehicles running on rails (tracks).
323,/m/07jdr,Train,Sounds of things,Vehicle,Rail transport,Train,,,Sounds of things > Vehicle > Rail transport > Train,"The sound of one or more coupled vehicles running on a rail track to transport cargo or passengers, propelled by a separate locomotive or individual motors in each railroad car."
324,/m/04zmvq,Train whistle,Sounds of things,Vehicle,Rail transport,Train,Train whistle,,Sounds of things > Vehicle > Rail transport > Train > Train whistle,"The sound of an audible signaling device on a steam locomotive used to warn that the train is approaching, and to communicate with rail workers."
325,/m/0284vy3,Train horn,Sounds of things,Vehicle,Rail transport,Train,Train horn,,Sounds of things > Vehicle > Rail transport > Train > Train horn,The sound of an air horn which serves as an audible warning device on diesel and electric locomotives.
326,/m/01g50p,"Railroad car, train wagon",Sounds of things,Vehicle,Rail transport,"Railroad car, train wagon",,,"Sounds of things > Vehicle > Rail transport > Railroad car, train wagon",The sound of a vehicle used for carrying cargo or passengers on a rail transport system.
327,/t/dd00048,Train wheels squealing,Sounds of things,Vehicle,Rail transport,Train wheels squealing,,,Sounds of things > Vehicle > Rail transport > Train wheels squealing,"The high-pitched tones caused by steel train wheels rubbing against rails, for instance when traversing a tight bend or when braking."
328,/m/0195fx,"Subway, metro, underground",Sounds of things,Vehicle,Rail transport,"Subway, metro, underground",,,"Sounds of things > Vehicle > Rail transport > Subway, metro, underground","Sounds of high-capacity electric railways that serve as public transport, generally in urban areas."
329,/m/0k5j,Aircraft,Sounds of things,Vehicle,Aircraft,,,,Sounds of things > Vehicle > Aircraft,Sound of vehicles that fly by gaining support from the air.
330,/m/014yck,Aircraft engine,Sounds of things,Vehicle,Aircraft,Aircraft engine,,,Sounds of things > Vehicle > Aircraft > Aircraft engine,"The sound of the part of an aircraft that generates mechanical power. Aircraft engines are almost always lightweight piston engines, gas turbines, or, in small multicopter UAVs, electric motors."
331,/m/04229,Jet engine,Sounds of things,Engine,Jet engine,,,,Sounds of things > Engine > Jet engine,The sound of an internal combustion airbreathing engine that generates thrust by discharging a fast-moving jet of gas. Jet aircraft use such engines for long-distance travel.
332,/m/02l6bg,"Propeller, airscrew",Sounds of things,Vehicle,Aircraft,Aircraft engine,"Propeller, airscrew",,"Sounds of things > Vehicle > Aircraft > Aircraft engine > Propeller, airscrew",The sound of an aircraft propulsion system that converts rotary motion from an engine via a rotating set of blades into forward thrust through the air.
333,/m/09ct_,Helicopter,Sounds of things,Vehicle,Aircraft,Helicopter,,,Sounds of things > Vehicle > Aircraft > Helicopter,"Sounds of a type of rotorcraft in which lift and thrust are supplied by rotors. This allows the helicopter to take off and land vertically, to hover, and to fly forward, backward, and laterally."
334,/m/0cmf2,"Fixed-wing aircraft, airplane",Sounds of things,Vehicle,Aircraft,"Fixed-wing aircraft, airplane",,,"Sounds of things > Vehicle > Aircraft > Fixed-wing aircraft, airplane",Sounds of an aircraft capable of flight using wings that generate lift caused by the vehicle's forward airspeed and the shape of the wings.
335,/m/0199g,Bicycle,Sounds of things,Vehicle,Non-motorized land vehicle,Bicycle,,,Sounds of things > Vehicle > Non-motorized land vehicle > Bicycle,"Sounds of a human-powered, pedal-driven vehicle, having two wheels attached to a frame, one behind the other."
336,/m/06_fw,Skateboard,Sounds of things,Vehicle,Non-motorized land vehicle,Skateboard,,,Sounds of things > Vehicle > Non-motorized land vehicle > Skateboard,"Sounds of a type of sports equipment consisting of a board mounted on two pairs of wheels. A skateboard is typically propelled by pushing with one foot while the other remains on the board, or by simply standing on the deck while on a downward slope and allowing gravity to propel the board and rider."
337,/m/02mk9,Engine,Sounds of things,Engine,,,,,Sounds of things > Engine,"The sound of a machine designed to produce mechanical energy. Combustion engines burn a fuel to create heat, which then creates a force. Electric motors convert electrical energy into mechanical motion. Other classes of engines include pneumatic motors and clockwork motors."
338,/t/dd00065,Light engine (high frequency),Sounds of things,Engine,Light engine (high frequency),,,,Sounds of things > Engine > Light engine (high frequency),"The sound of a small engine such as a toy car, sewing machine, or moped."
339,/m/08j51y,"Dental drill, dentist's drill",Sounds of things,Tools,Power tool,Drill,"Dental drill, dentist's drill",,"Sounds of things > Tools > Power tool > Drill > Dental drill, dentist's drill","The sound of a small, high-speed drill used during dental procedures, usually to remove decay and shape tooth structure prior to the insertion of a filling or crown."
340,/m/01yg9g,Lawn mower,Sounds of things,Engine,Light engine (high frequency),Lawn mower,,,Sounds of things > Engine > Light engine (high frequency) > Lawn mower,"The sound of a machine utilizing one or more revolving blades to cut grass, powered by an electric motor, a small internal combustion engine, or by a human pushing the machine."
341,/m/01j4z9,Chainsaw,Sounds of things,Engine,Light engine (high frequency),Chainsaw,,,Sounds of things > Engine > Light engine (high frequency) > Chainsaw,The sound of a portable mechanical saw which cuts with a set of teeth attached to a rotating chain. Chainsaws are commonly powered by a small two-stroke internal combustion engine.
342,/t/dd00066,Medium engine (mid frequency),Sounds of things,Engine,Medium engine (mid frequency),,,,Sounds of things > Engine > Medium engine (mid frequency),"The sound of a moderately-sized engine such as that which powers a motorcycle, sedan, or small truck."
343,/t/dd00067,Heavy engine (low frequency),Sounds of things,Engine,Heavy engine (low frequency),,,,Sounds of things > Engine > Heavy engine (low frequency),"The sound of a large, heavy-duty internal combustion engine, such as that which powers a large truck, locomotive, or ship.  Jet engines, steam engines, rocket engines etc. are excluded."
344,/m/01h82_,Engine knocking,Sounds of things,Engine,Engine knocking,,,,Sounds of things > Engine > Engine knocking,"A metallic ""pinging"" sound caused by a malfunctioning spark-ignited internal combustion engine. Engine knocking indicates that the combustion of the air/fuel mixture in the cylinder is occurring at the wrong point in the piston's stroke."
345,/t/dd00130,Engine starting,Sounds of things,Engine,Engine starting,,,,Sounds of things > Engine > Engine starting,"The sound of an engine starting from rest, which may involve a specific starter mechanism (as in a standard car)."
346,/m/07pb8fc,Idling,Sounds of things,Engine,Idling,,,,Sounds of things > Engine > Idling,The sound of an engine (typically in an automobile) running without any load and at minimal RPM.
347,/m/07q2z82,"Accelerating, revving, vroom",Sounds of things,Engine,"Accelerating, revving, vroom",,,,"Sounds of things > Engine > Accelerating, revving, vroom","The sound made by the engine of a vehicle undergoing acceleration, usually involving an increase in loudness and a rising pitch."
348,/m/02dgv,Door,Sounds of things,"Domestic sounds, home sounds",Door,,,,"Sounds of things > Domestic sounds, home sounds > Door",Sounds of a moving structure used to open or close an entrance to an enclosed space such as a building or vehicle.
349,/m/03wwcy,Doorbell,Sounds of things,Alarm,Doorbell,,,,Sounds of things > Alarm > Doorbell,The sound of a signaling device typically placed near a building's entrance with which a visitor can announce their presence to occupants.
350,/m/07r67yg,Ding-dong,Sounds of things,Alarm,Doorbell,Ding-dong,,,Sounds of things > Alarm > Doorbell > Ding-dong,A multi-tone chime made by a doorbell.
351,/m/02y_763,Sliding door,Sounds of things,"Domestic sounds, home sounds",Door,Sliding door,,,"Sounds of things > Domestic sounds, home sounds > Door > Sliding door","The sound of a type of door which opens horizontally by sliding, usually parallel to a wall."
352,/m/07rjzl8,Slam,Sounds of things,"Domestic sounds, home sounds",Door,Slam,,,"Sounds of things > Domestic sounds, home sounds > Door > Slam",The sound of a door or other hinged cover being closed violently.
353,/m/07r4wb8,Knock,Source-ambiguous sounds,Generic impact sounds,Knock,,,,Source-ambiguous sounds > Generic impact sounds > Knock,"A sharp noise of a rigid surface being struck, usually without damage and deliberately, most often with the knuckles of the hand."
354,/m/07qcpgn,Tap,Source-ambiguous sounds,Generic impact sounds,Tap,,,,Source-ambiguous sounds > Generic impact sounds > Tap,"The sound of a light collision between a rigid object and a rigid surface, for instance to deliberately attract attention."
355,/m/07q6cd_,Squeak,Source-ambiguous sounds,Onomatopoeia,Brief tone,Squeak,,,Source-ambiguous sounds > Onomatopoeia > Brief tone > Squeak,"A short, high-pitched noise without a sharp attack."
356,/m/0642b4,Cupboard open or close,Sounds of things,"Domestic sounds, home sounds",Cupboard open or close,,,,"Sounds of things > Domestic sounds, home sounds > Cupboard open or close",The sound of the door to a storage cabinet being opened or closed.
357,/m/0fqfqc,Drawer open or close,Sounds of things,"Domestic sounds, home sounds",Drawer open or close,,,,"Sounds of things > Domestic sounds, home sounds > Drawer open or close",The sound of the opening or closing of a box-shaped container that fits into a piece of furniture in such a way that it can be drawn out horizontally to reach its contents.
358,/m/04brg2,"Dishes, pots, and pans",Sounds of things,"Domestic sounds, home sounds","Dishes, pots, and pans",,,,"Sounds of things > Domestic sounds, home sounds > Dishes, pots, and pans","The sound of non-destructive collisions between plates, dishes, glassware, cooking vessels, and kitchen and eating utensils."
359,/m/023pjk,"Cutlery, silverware",Sounds of things,"Domestic sounds, home sounds","Cutlery, silverware",,,,"Sounds of things > Domestic sounds, home sounds > Cutlery, silverware","The sounds of hand implements such as knife, fork, and spoon, that are typically made of steel and are used in preparing, serving, and eating food in the Western world."
360,/m/07pn_8q,Chopping (food),Sounds of things,"Domestic sounds, home sounds",Chopping (food),,,,"Sounds of things > Domestic sounds, home sounds > Chopping (food)",The sound of cutting ingredients into pieces with a knife or similar blade tool.
361,/m/0dxrf,Frying (food),Sounds of things,"Domestic sounds, home sounds",Frying (food),,,,"Sounds of things > Domestic sounds, home sounds > Frying (food)",The sound of cooking food in oil or another fat.
362,/m/0fx9l,Microwave oven,Sounds of things,"Domestic sounds, home sounds",Microwave oven,,,,"Sounds of things > Domestic sounds, home sounds > Microwave oven","Sounds made by a kitchen appliance that heats food by exposing it to microwave radiation, including the noise of the fan, rotation mechanism, and microwave source, as well as the alert sound used to indicate that cooking is complete."
363,/m/02pjr4,Blender,Sounds of things,"Domestic sounds, home sounds",Blender,,,,"Sounds of things > Domestic sounds, home sounds > Blender","The sound of a kitchen and laboratory appliance used to mix, purée, or emulsify food and other substances, usually by means of metal blades at the base of a container spun rapidly by an electric motor."
364,/m/02jz0l,"Water tap, faucet",Sounds of things,"Domestic sounds, home sounds","Water tap, faucet",,,,"Sounds of things > Domestic sounds, home sounds > Water tap, faucet","The sound of a hand-operated valve controlling the release of water, for instance as fitted to a sink or bath, and the resulting water flow."
365,/m/0130jx,Sink (filling or washing),Sounds of things,"Domestic sounds, home sounds",Sink (filling or washing),,,,"Sounds of things > Domestic sounds, home sounds > Sink (filling or washing)","Sounds originating from a bowl-shaped plumbing fixture that stores and drains water and that is used for washing hands, dishwashing, and other purposes."
366,/m/03dnzn,Bathtub (filling or washing),Sounds of things,"Domestic sounds, home sounds",Bathtub (filling or washing),,,,"Sounds of things > Domestic sounds, home sounds > Bathtub (filling or washing)",Sounds originating from a large container for holding water in which a person may bathe.
367,/m/03wvsk,Hair dryer,Sounds of things,"Domestic sounds, home sounds",Hair dryer,,,,"Sounds of things > Domestic sounds, home sounds > Hair dryer","The sound of an electromechanical device designed to blow normal or hot air over damp hair, in order to dry the hair."
368,/m/01jt3m,Toilet flush,Sounds of things,"Domestic sounds, home sounds",Toilet flush,,,,"Sounds of things > Domestic sounds, home sounds > Toilet flush",The sound of a toilet flushing water along with any waste through a drainpipe.
369,/m/012xff,Toothbrush,Sounds of things,"Domestic sounds, home sounds",Toothbrush,,,,"Sounds of things > Domestic sounds, home sounds > Toothbrush",Sounds of an instrument used to clean the teeth and gums consisting of a head of tightly clustered bristles mounted on a handle.
370,/m/04fgwm,Electric toothbrush,Sounds of things,"Domestic sounds, home sounds",Toothbrush,Electric toothbrush,,,"Sounds of things > Domestic sounds, home sounds > Toothbrush > Electric toothbrush","The sound of a toothbrush that makes rapid, automatic bristle motions driven by an electric motor in order to clean teeth."
371,/m/0d31p,Vacuum cleaner,Sounds of things,"Domestic sounds, home sounds",Vacuum cleaner,,,,"Sounds of things > Domestic sounds, home sounds > Vacuum cleaner","The sound of a device that uses an air pump to create a partial vacuum to suck up dust and dirt, usually from floors and other surfaces such as upholstery and draperies."
372,/m/01s0vc,Zipper (clothing),Sounds of things,"Domestic sounds, home sounds",Zipper (clothing),,,,"Sounds of things > Domestic sounds, home sounds > Zipper (clothing)","The sound of a device consisting of two rows of small interlocking teeth for binding the edges of an opening of fabric or other flexible material, like on a garment or a bag."
373,/m/03v3yw,Keys jangling,Sounds of things,"Domestic sounds, home sounds",Keys jangling,,,,"Sounds of things > Domestic sounds, home sounds > Keys jangling","Sounds made by the mutual collision of small pieces of metal, which are often linked on a ring, used to operate locks."
374,/m/0242l,Coin (dropping),Sounds of things,"Domestic sounds, home sounds",Coin (dropping),,,,"Sounds of things > Domestic sounds, home sounds > Coin (dropping)","The sound of a small, flat, round piece of hard material such as metal or plastic colliding with or bouncing on a hard surface."
