index,mid,display_name,level_0,level_1,level_2,level_3,level_4,level_5,hierarchy_path,description
375,/m/01lsmm,Scissors,Sounds of things,"Domestic sounds, home sounds",Scissors,,,,"Sounds of things > Domestic sounds, home sounds > Scissors",The sound of hand-operated shearing tools consisting of a pair of metal blades pivoted so that the sharpened edges slide against each other when the handles opposite to the pivot are closed.
376,/m/02g901,"Electric shaver, electric razor",Sounds of things,"Domestic sounds, home sounds","Electric shaver, electric razor",,,,"Sounds of things > Domestic sounds, home sounds > Electric shaver, electric razor",The sound of a bladed tool primarily used in the removal of unwanted body hair where the blades are continually moved by an electric motor.
377,/m/05rj2,Shuffling cards,Sounds of things,"Domestic sounds, home sounds",Shuffling cards,,,,"Sounds of things > Domestic sounds, home sounds > Shuffling cards",The sound of playing cards being manually rearranged into a random order.
378,/m/0316dw,Typing,Sounds of things,"Domestic sounds, home sounds",Typing,,,,"Sounds of things > Domestic sounds, home sounds > Typing","The sound of writing or inputting text by pressing keys on a typewriter, computer keyboard, cell phone, or calculator."
379,/m/0c2wf,Typewriter,Sounds of things,"Domestic sounds, home sounds",Typing,Typewriter,,,"Sounds of things > Domestic sounds, home sounds > Typing > Typewriter",Sounds of a mechanical or electromechanical machine for printing characters by means of keyboard-operated types striking a ribbon to transfer ink or carbon impressions onto paper.
380,/m/01m2v,Computer keyboard,Sounds of things,"Domestic sounds, home sounds",Typing,Computer keyboard,,,"Sounds of things > Domestic sounds, home sounds > Typing > Computer keyboard",Sounds created by a typewriter-style device which uses an arrangement of buttons or keys controlling switches to enter text or other information into a computer or other electronic device.
381,/m/081rb,Writing,Sounds of things,"Domestic sounds, home sounds",Writing,,,,"Sounds of things > Domestic sounds, home sounds > Writing","The sound of inscribing signs and symbols, most often by using a purpose-made hand-held device, such as a pen or pencil, directly upon paper or similar media."
382,/m/07pp_mv,Alarm,Sounds of things,Alarm,,,,,Sounds of things > Alarm,The sound of an automatic signal warning of danger.
383,/m/07cx4,Telephone,Sounds of things,Alarm,Telephone,,,,Sounds of things > Alarm > Telephone,"The sound of a telecommunications device that permits two or more users to conduct a conversation when they are too far apart to be heard directly.  This class covers sounds associated with the device itself, not voice that has been carried via the telephone network."
384,/m/07pp8cl,Telephone bell ringing,Sounds of things,Alarm,Telephone,Telephone bell ringing,,,Sounds of things > Alarm > Telephone > Telephone bell ringing,The sound of a physical or synthesized electric bell ringing to signal an incoming telephone call.
385,/m/01hnzm,Ringtone,Sounds of things,Alarm,Telephone,Ringtone,,,Sounds of things > Alarm > Telephone > Ringtone,The synthesized or pre-recorded sounds made by contemporary electronic telephones to indicate an incoming call or text message.
386,/m/02c8p,"Telephone dialing, DTMF",Sounds of things,Alarm,Telephone,"Telephone dialing, DTMF",,,"Sounds of things > Alarm > Telephone > Telephone dialing, DTMF",The sound of a telephony signaling system where short combinations of tones within the frequency range of human speech are used to transmit individual digits.
387,/m/015jpf,Dial tone,Sounds of things,Alarm,Telephone,Dial tone,,,Sounds of things > Alarm > Telephone > Dial tone,The sound of a signal that a telephone exchange or other switching equipment sends to a telephone to confirm that it is ready to initiate a connection.
388,/m/01z47d,Busy signal,Sounds of things,Alarm,Telephone,Busy signal,,,Sounds of things > Alarm > Telephone > Busy signal,"A sound (usually a simple repeating tone) played over a telephone line to indicate that the requested connection could not be completed, for instance because the remote party is already engaged in a different call."
389,/m/046dlr,Alarm clock,Sounds of things,Alarm,Alarm clock,,,,Sounds of things > Alarm > Alarm clock,Sounds made by a clock that is designed to make an audible signal at a specific time. The primary use of alarm clocks is to awaken people from their night's sleep.
390,/m/03kmc9,Siren,Sounds of things,Alarm,Siren,,,,Sounds of things > Alarm > Siren,The sound of a loud noise-making device used to provide warnings to people nearby. A siren typically consists of a single pitch that changes either smoothly or abruptly on timescales around one second.
391,/m/0dgbq,Civil defense siren,Sounds of things,Alarm,Siren,Civil defense siren,,,Sounds of things > Alarm > Siren > Civil defense siren,"The sound of a siren used to provide emergency population warning of approaching danger such as hurricanes, earthquakes, or military attacks."
392,/m/030rvx,Buzzer,Sounds of things,Alarm,Buzzer,,,,Sounds of things > Alarm > Buzzer,"Sounds of a mechanical, electromechanical, or piezoelectric signaling device that emits a steady, highly-audible tone with a spectrum extending to high frequencies."
393,/m/01y3hg,"Smoke detector, smoke alarm",Sounds of things,Alarm,"Smoke detector, smoke alarm",,,,"Sounds of things > Alarm > Smoke detector, smoke alarm","Sounds emitted by a device that senses smoke, typically to warn of a fire."
394,/m/0c3f7m,Fire alarm,Sounds of things,Alarm,Fire alarm,,,,Sounds of things > Alarm > Fire alarm,"Sounds of a system designed to warn people when smoke, fire, carbon monoxide or other emergencies are present. Alarms can be either motorized bells or wall-mountable sounders or horns."
395,/m/04fq5q,Foghorn,Sounds of things,Alarm,Foghorn,,,,Sounds of things > Alarm > Foghorn,A signaling sound used primarily in foggy conditions to warn watercraft of the presence of nearby vessels or other navigational hazards.
396,/m/0l156k,Whistle,Sounds of things,Alarm,Whistle,,,,Sounds of things > Alarm > Whistle,The sound of an instrument that produces sound from a stream of forced air.
397,/m/06hck5,Steam whistle,Sounds of things,Alarm,Whistle,Steam whistle,,,Sounds of things > Alarm > Whistle > Steam whistle,"The sound of a device used to produce sound with the aid of live steam, which acts as a vibrating system."
398,/t/dd00077,Mechanisms,Sounds of things,Mechanisms,,,,,Sounds of things > Mechanisms,Sounds that originate from human-created machinery and devices.
399,/m/02bm9n,"Ratchet, pawl",Sounds of things,Mechanisms,"Ratchet, pawl",,,,"Sounds of things > Mechanisms > Ratchet, pawl",The sound of a mechanical device that allows continuous linear or rotary motion in only one direction while preventing motion in the opposite direction.
400,/m/01x3z,Clock,Sounds of things,Mechanisms,Clock,,,,Sounds of things > Mechanisms > Clock,Sounds made by an instrument designed to keep and indicate time.
401,/m/07qjznt,Tick,Source-ambiguous sounds,Onomatopoeia,Clicking,Tick,,,Source-ambiguous sounds > Onomatopoeia > Clicking > Tick,A metallic tapping sound.
402,/m/07qjznl,Tick-tock,Sounds of things,Mechanisms,Clock,Tick-tock,,,Sounds of things > Mechanisms > Clock > Tick-tock,A steady recurrent ticking sound as made by a clock.
403,/m/0l7xg,Gears,Sounds of things,Mechanisms,Gears,,,,Sounds of things > Mechanisms > Gears,"Sounds of rotating machine parts having cut teeth, or cogs, which mesh with other toothed parts to transmit torque."
404,/m/05zc1,Pulleys,Sounds of things,Mechanisms,Pulleys,,,,Sounds of things > Mechanisms > Pulleys,Sounds of a wheel on an axle or shaft that is designed to support movement and change of direction of a taut cable or belt along its circumference.
405,/m/0llzx,Sewing machine,Sounds of things,Mechanisms,Sewing machine,,,,Sounds of things > Mechanisms > Sewing machine,Sounds of a machine used to stitch fabric and other materials together with thread.
406,/m/02x984l,Mechanical fan,Sounds of things,Mechanisms,Mechanical fan,,,,Sounds of things > Mechanisms > Mechanical fan,Sounds of a machine used to create air flow via the motion of a rotating arrangement of vanes or blades.
407,/m/025wky1,Air conditioning,Sounds of things,Mechanisms,Air conditioning,,,,Sounds of things > Mechanisms > Air conditioning,"The sound of a device that removes heat from the air inside a building or vehicle, thus lowering the air temperature."
408,/m/024dl,Cash register,Sounds of things,Mechanisms,Cash register,,,,Sounds of things > Mechanisms > Cash register,"Sounds of a mechanical or electronic device for registering and calculating transactions, usually attached to a drawer for storing cash."
409,/m/01m4t,Printer,Sounds of things,Mechanisms,Printer,,,,Sounds of things > Mechanisms > Printer,Sounds of a computer peripheral which makes a persistent human readable representation of graphics or text on paper or similar physical media.
410,/m/0dv5r,Camera,Sounds of things,Mechanisms,Camera,,,,Sounds of things > Mechanisms > Camera,Sounds of mechanical or electronic instruments that employ optics to record or capture images.
411,/m/07bjf,Single-lens reflex camera,Sounds of things,Mechanisms,Camera,Single-lens reflex camera,,,Sounds of things > Mechanisms > Camera > Single-lens reflex camera,Sounds of camera that uses a mirror and prism system to permit the photographer to view through the lens and see exactly what will be captured.
412,/m/07k1x,Tools,Sounds of things,Tools,,,,,Sounds of things > Tools,"Sounds associated with any physical item that can be used to achieve a goal, especially if the item is not consumed in the process."
413,/m/03l9g,Hammer,Sounds of things,Tools,Hammer,,,,Sounds of things > Tools > Hammer,"Sounds made by a tool or device that delivers a blow to an object. Most hammers are hand tools used to drive nails, fit parts, forge metal, and break apart objects."
414,/m/03p19w,Jackhammer,Sounds of things,Tools,Jackhammer,,,,Sounds of things > Tools > Jackhammer,"The sound of a pneumatic or electro-mechanical tool that combines a hammer directly with a chisel, usually used to break up rock, pavement, and concrete."
415,/m/01b82r,Sawing,Sounds of things,Tools,Sawing,,,,Sounds of things > Tools > Sawing,"Sounds of a tool consisting of a tough blade, wire, or chain with a hard toothed edge, used to cut through material, most often wood.  Includes both manual and motorized saws."
416,/m/02p01q,Filing (rasp),Sounds of things,Tools,Filing (rasp),,,,Sounds of things > Tools > Filing (rasp),Sounds of a common wood- and metal-working tool used to remove fine amounts of material from a workpiece.
417,/m/023vsd,Sanding,Sounds of things,Tools,Sanding,,,,Sounds of things > Tools > Sanding,"The sounds of a surface being scraped by an abrasive material affixed to sheets of paper or cloth, either to make the surface smoother, remove a layer of material, or sometimes to make the surface rougher."
418,/m/0_ksk,Power tool,Sounds of things,Tools,Power tool,,,,Sounds of things > Tools > Power tool,Sounds of tools that employ a power source other than the manual labor used with hand tools. The most common types of power tools use electric motors.
419,/m/01d380,Drill,Sounds of things,Tools,Power tool,Drill,,,Sounds of things > Tools > Power tool > Drill,Sounds of a tool used for making holes in various materials via a rotating drill bit.
420,/m/014zdl,Explosion,Sounds of things,Explosion,,,,,Sounds of things > Explosion,"The sound of a rapid increase in volume and release of energy in an extreme manner, usually with the generation of high temperatures and the release of gases."
421,/m/032s66,"Gunshot, gunfire",Sounds of things,Explosion,"Gunshot, gunfire",,,,"Sounds of things > Explosion > Gunshot, gunfire","The sound of the discharge of a firearm, or multiple such discharges."
422,/m/04zjc,Machine gun,Sounds of things,Explosion,"Gunshot, gunfire",Machine gun,,,"Sounds of things > Explosion > Gunshot, gunfire > Machine gun","Sounds of a fully automatic mounted or portable firearm, designed to fire bullets in quick succession from an ammunition belt or magazine, typically at a rate of 300 to 1800 rounds per minute."
423,/m/02z32qm,Fusillade,Sounds of things,Explosion,"Gunshot, gunfire",Fusillade,,,"Sounds of things > Explosion > Gunshot, gunfire > Fusillade",The sound of the simultaneous and continuous firing of a group of firearms on command.
424,/m/0_1c,Artillery fire,Sounds of things,Explosion,"Gunshot, gunfire",Artillery fire,,,"Sounds of things > Explosion > Gunshot, gunfire > Artillery fire",The sound of large military weapons built to fire munitions far beyond the range and power of infantry's small arms.
425,/m/073cg4,Cap gun,Sounds of things,Explosion,"Gunshot, gunfire",Cap gun,,,"Sounds of things > Explosion > Gunshot, gunfire > Cap gun",The sound of a toy gun that creates a loud sound simulating a gunshot and a puff of smoke when a small percussion cap is exploded.
426,/m/0g6b5,Fireworks,Sounds of things,Explosion,Fireworks,,,,Sounds of things > Explosion > Fireworks,Sounds of a class of low explosive pyrotechnic devices used for aesthetic and entertainment purposes.
427,/g/122z_qxw,Firecracker,Sounds of things,Explosion,Fireworks,Firecracker,,,Sounds of things > Explosion > Fireworks > Firecracker,"The sound of a small explosive device primarily designed to produce a large amount of noise, especially in the form of a loud bang."
428,/m/07qsvvw,"Burst, pop",Sounds of things,Explosion,"Burst, pop",,,,"Sounds of things > Explosion > Burst, pop",The sound of an enclosure holding gas or liquid coming open suddenly and violently.
429,/m/07pxg6y,Eruption,Sounds of things,Explosion,Eruption,,,,Sounds of things > Explosion > Eruption,"The sound of a volcano violently ejecting ash and lava, or a similar event in which large volumes of material are explosively released."
430,/m/07qqyl4,Boom,Sounds of things,Explosion,Boom,,,,Sounds of things > Explosion > Boom,A deep prolonged loud noise.
431,/m/083vt,Wood,Sounds of things,Wood,,,,,Sounds of things > Wood,"Sounds associated with the porous and fibrous structural tissue found in the stems and roots of trees, and other woody plants."
432,/m/07pczhz,Chop,Sounds of things,Wood,Chop,,,,Sounds of things > Wood > Chop,The sound of cutting a solid material such as wood into smaller pieces by using an ax or other hacking tool.
433,/m/07pl1bw,Splinter,Sounds of things,Wood,Splinter,,,,Sounds of things > Wood > Splinter,"The sound of a rigid fibrous material, typically wood, breaking up into splinters or slivers."
434,/m/07qs1cx,Crack,Source-ambiguous sounds,Onomatopoeia,Crack,,,,Source-ambiguous sounds > Onomatopoeia > Crack,Abrupt sounds of individual ruptures in a rigid substance under stress.
435,/m/039jq,Glass,Sounds of things,Glass,,,,,Sounds of things > Glass,"Sounds associated with the non-crystalline amorphous solid that is often transparent and has widespread practical, technological, and decorative uses."
436,/m/07q7njn,"Chink, clink",Sounds of things,Glass,"Chink, clink",,,,"Sounds of things > Glass > Chink, clink",A short light metallic sound.
437,/m/07rn7sz,Shatter,Sounds of things,Glass,Shatter,,,,Sounds of things > Glass > Shatter,The sound of a brittle rigid substance rapidly breaking into many pieces.
438,/m/04k94,Liquid,Sounds of things,Liquid,,,,,Sounds of things > Liquid,Sounds of a fluid that conforms to the shape of its container but retains a constant volume independent of pressure.
439,/m/07rrlb6,"Splash, splatter",Sounds of things,Liquid,"Splash, splatter",,,,"Sounds of things > Liquid > Splash, splatter",The sound of a liquid colliding with a hard surface.
440,/m/07p6mqd,Slosh,Sounds of things,Liquid,"Splash, splatter",Slosh,,,"Sounds of things > Liquid > Splash, splatter > Slosh",The sound of small waves of liquid held in a container breaking against the edges.
441,/m/07qlwh6,Squish,Source-ambiguous sounds,Onomatopoeia,Squish,,,,Source-ambiguous sounds > Onomatopoeia > Squish,Sounds made by a liquid-saturated material being squeezed.
442,/m/07r5v4s,Drip,Sounds of things,Liquid,Drip,,,,Sounds of things > Liquid > Drip,The sound of liquid falling in drops.
443,/m/07prgkl,Pour,Sounds of things,Liquid,Pour,,,,Sounds of things > Liquid > Pour,The sound of liquid being transferred in a steady stream.
444,/m/07pqc89,"Trickle, dribble",Sounds of things,Liquid,Pour,"Trickle, dribble",,,"Sounds of things > Liquid > Pour > Trickle, dribble",The sound of a liquid flowing slowly in an unsteady stream or drops.
445,/t/dd00088,Gush,Sounds of things,Liquid,Pour,Gush,,,Sounds of things > Liquid > Pour > Gush,The sound of a liquid coming out of a pipe or other opening rapidly and in large volumes.
446,/m/07p7b8y,Fill (with liquid),Sounds of things,Liquid,Fill (with liquid),,,,Sounds of things > Liquid > Fill (with liquid),The sound of a container being filled with liquid.
447,/m/07qlf79,Spray,Sounds of things,Liquid,Spray,,,,Sounds of things > Liquid > Spray,The sound of a liquid being transferred in a scatter or jet of droplets.
448,/m/07ptzwd,Pump (liquid),Sounds of things,Liquid,Pump (liquid),,,,Sounds of things > Liquid > Pump (liquid),The sound of a liquid being drawn or poured with a pump.
449,/m/07ptfmf,Stir,Sounds of things,Liquid,Stir,,,,Sounds of things > Liquid > Stir,The sound of moving an implement through a fluid substance.
450,/m/0dv3j,Boiling,Sounds of things,Liquid,Boiling,,,,Sounds of things > Liquid > Boiling,"The sound of a liquid that is reaching the temperature at which it transitions to a vapor, resulting in bubbles emerging at the surface."
451,/m/0790c,Sonar,Sounds of things,Miscellaneous sources,Sonar,,,,Sounds of things > Miscellaneous sources > Sonar,Sounds associated with underwater sensing via acoustic signals. A classic sonar sound involves reverberant reflections of an emitted tone pip.
452,/m/0dl83,Arrow,Sounds of things,Miscellaneous sources,Arrow,,,,Sounds of things > Miscellaneous sources > Arrow,Sounds of a shafted projectile that is shot with a bow.
453,/m/07rqsjt,"Whoosh, swoosh, swish",Source-ambiguous sounds,Onomatopoeia,"Whoosh, swoosh, swish",,,,"Source-ambiguous sounds > Onomatopoeia > Whoosh, swoosh, swish",A sibilant sound caused by a rigid object sweeping through the air.
454,/m/07qnq_y,"Thump, thud",Source-ambiguous sounds,Generic impact sounds,"Thump, thud",,,,"Source-ambiguous sounds > Generic impact sounds > Thump, thud","A heavy dull sound, as made by impact of heavy objects with a relatively soft point of contact."
455,/m/07rrh0c,Thunk,Source-ambiguous sounds,Generic impact sounds,"Thump, thud",Thunk,,,"Source-ambiguous sounds > Generic impact sounds > Thump, thud > Thunk",A partly dull hollow sound with a damped resonance.
456,/m/0b_fwt,Electronic tuner,Sounds of things,Miscellaneous sources,Sound equipment,Electronic tuner,,,Sounds of things > Miscellaneous sources > Sound equipment > Electronic tuner,Sounds produced by an electronic device whose purpose is to aid in the tuning of musical instruments.
457,/m/02rr_,Effects unit,Sounds of things,Miscellaneous sources,Sound equipment,Effects unit,,,Sounds of things > Miscellaneous sources > Sound equipment > Effects unit,"Sounds associated with an electronic device that alters how a musical instrument or other audio source sounds. Some effects subtly ""color"" a sound while others transform it dramatically."
458,/m/07m2kt,Chorus effect,Sounds of things,Miscellaneous sources,Sound equipment,Effects unit,Chorus effect,,Sounds of things > Miscellaneous sources > Sound equipment > Effects unit > Chorus effect,The ensemble sound produced by an electronic effects unit which outputs simultaneous versions of the input source with small variations in pitch and timbre.
459,/m/018w8,Basketball bounce,Sounds of things,Specific impact sounds,Basketball bounce,,,,Sounds of things > Specific impact sounds > Basketball bounce,"The sound of a basketball bouncing on a hard surface, such as a basketball court."
460,/m/07pws3f,Bang,Source-ambiguous sounds,Generic impact sounds,Bang,,,,Source-ambiguous sounds > Generic impact sounds > Bang,A brief and loud noise.
461,/m/07ryjzk,"Slap, smack",Source-ambiguous sounds,Generic impact sounds,"Slap, smack",,,,"Source-ambiguous sounds > Generic impact sounds > Slap, smack","The sharp sound of a flat object striking another (e.g., an open hand hitting a face)."
462,/m/07rdhzs,"Whack, thwack",Source-ambiguous sounds,Generic impact sounds,"Whack, thwack",,,,"Source-ambiguous sounds > Generic impact sounds > Whack, thwack","The sound of a partially rigid object forcefully striking another object, which may be preceded by the sound of the rapid, driven motion of one object (as of a baseball bat hitting a ball)."
463,/m/07pjjrj,"Smash, crash",Source-ambiguous sounds,Generic impact sounds,"Smash, crash",,,,"Source-ambiguous sounds > Generic impact sounds > Smash, crash",The sound of a rigid structure violently breaking into many pieces.
464,/m/07pc8lb,Breaking,Source-ambiguous sounds,Generic impact sounds,Breaking,,,,Source-ambiguous sounds > Generic impact sounds > Breaking,The sound of a rigid object become separated into pieces or fragments.
465,/m/07pqn27,Bouncing,Source-ambiguous sounds,Generic impact sounds,Bouncing,,,,Source-ambiguous sounds > Generic impact sounds > Bouncing,"The sound of an elastic, non-destructive collision in which one or both objects spring back. Depending on the situation, there may be multiple such collisions in a characteristic pattern, as of a ball bouncing."
466,/m/07rbp7_,Whip,Source-ambiguous sounds,Generic impact sounds,Whip,,,,Source-ambiguous sounds > Generic impact sounds > Whip,"The sound of whipping, i.e., the greatly accelerated motion of the tip of a flexible structure, as the result of concentrated angular momentum."
467,/m/07pyf11,Flap,Source-ambiguous sounds,Generic impact sounds,Flap,,,,Source-ambiguous sounds > Generic impact sounds > Flap,"The noisy sound of a flexible surface, such as a flag, moving back-and-forth in the air and optionally coming into contact with an adjacent hard surface."
468,/m/07qb_dv,Scratch,Source-ambiguous sounds,Surface contact,Scratch,,,,Source-ambiguous sounds > Surface contact > Scratch,"The sound of a hard, sharp point of contact leaving a permanent groove in a hard surface."
469,/m/07qv4k0,Scrape,Source-ambiguous sounds,Surface contact,Scrape,,,,Source-ambiguous sounds > Surface contact > Scrape,The sound of a hard edge dragging across a surface.
470,/m/07pdjhy,Rub,Source-ambiguous sounds,Surface contact,Rub,,,,Source-ambiguous sounds > Surface contact > Rub,The sound of two surfaces moving smoothly over each other with pressure but without excessive friction.
471,/m/07s8j8t,Roll,Source-ambiguous sounds,Surface contact,Roll,,,,Source-ambiguous sounds > Surface contact > Roll,The sound of an object moving by turning over or rotating.
472,/m/07plct2,Crushing,Source-ambiguous sounds,Deformable shell,Crushing,,,,Source-ambiguous sounds > Deformable shell > Crushing,"The sound of a brittle, rigid structure breaking into small pieces or catastrophically deforming."
473,/t/dd00112,"Crumpling, crinkling",Source-ambiguous sounds,Deformable shell,"Crumpling, crinkling",,,,"Source-ambiguous sounds > Deformable shell > Crumpling, crinkling","The sound of a rigid but flexible sheet, such as paper or aluminum, buckling into a smaller volume."
474,/m/07qcx4z,Tearing,Source-ambiguous sounds,Deformable shell,Tearing,,,,Source-ambiguous sounds > Deformable shell > Tearing,The sound of a flat or smooth surface separating abruptly.
475,/m/02fs_r,"Beep, bleep",Source-ambiguous sounds,Onomatopoeia,Brief tone,"Beep, bleep",,,"Source-ambiguous sounds > Onomatopoeia > Brief tone > Beep, bleep","A short, single tone, generally made by a computer or other machine and typically high-pitched."
476,/m/07qwdck,Ping,Source-ambiguous sounds,Onomatopoeia,Brief tone,Ping,,,Source-ambiguous sounds > Onomatopoeia > Brief tone > Ping,A sharp high-pitched resonant sound with a clear decay.
477,/m/07phxs1,Ding,Source-ambiguous sounds,Onomatopoeia,Brief tone,Ding,,,Source-ambiguous sounds > Onomatopoeia > Brief tone > Ding,"A high-pitched ringing sound, as of a small metal object being struck."
478,/m/07rv4dm,Clang,Source-ambiguous sounds,Onomatopoeia,Brief tone,Clang,,,Source-ambiguous sounds > Onomatopoeia > Brief tone > Clang,"A loud, resonant, discordant noise, as of a large and partly hollow metal structure begin struck."
479,/m/07s02z0,Squeal,Source-ambiguous sounds,Onomatopoeia,Brief tone,Squeal,,,Source-ambiguous sounds > Onomatopoeia > Brief tone > Squeal,"A short, high-pitched tone without a sharp attack and with a perceptible variation in pitch."
480,/m/07qh7jl,Creak,Source-ambiguous sounds,Onomatopoeia,Creak,,,,Source-ambiguous sounds > Onomatopoeia > Creak,"A high-pitched noise with a perceptible variation in pitch as a result of pressure being shifted or applied on a surface, most commonly on wood."
481,/m/07qwyj0,Rustle,Source-ambiguous sounds,Onomatopoeia,Rustle,,,,Source-ambiguous sounds > Onomatopoeia > Rustle,"A sound of light, thin objects, such as dried leaves, rubbing against one another."
482,/m/07s34ls,Whir,Source-ambiguous sounds,Onomatopoeia,Whir,,,,Source-ambiguous sounds > Onomatopoeia > Whir,"A quiet sound of a small object, typically mechanical, in rapid, cyclic motion."
483,/m/07qmpdm,Clatter,Source-ambiguous sounds,Onomatopoeia,Clatter,,,,Source-ambiguous sounds > Onomatopoeia > Clatter,"An irregular rattling noise, often produced by rapid movement, consisting of a cluster of transient sounds."
484,/m/07p9k1k,Sizzle,Source-ambiguous sounds,Onomatopoeia,Sizzle,,,,Source-ambiguous sounds > Onomatopoeia > Sizzle,"The sound of many small bubbles bursting, most often caused by fat vaporizing as it is heated."
485,/m/07qc9xj,Clicking,Source-ambiguous sounds,Onomatopoeia,Clicking,,,,Source-ambiguous sounds > Onomatopoeia > Clicking,"A short, pitchless, transient sound, as of a gentle impact between small hard objects."
486,/m/07rwm0c,Clickety-clack,Source-ambiguous sounds,Onomatopoeia,Clicking,Clickety-clack,,,Source-ambiguous sounds > Onomatopoeia > Clicking > Clickety-clack,"The sound of fast and rhythmic clicking of machinery, such as keystrokes on a typewriter or steel wheels running on tracks.  Does not include the sound of horses feet (use /m/07rv9rh)."
487,/m/07phhsh,Rumble,Source-ambiguous sounds,Onomatopoeia,Rumble,,,,Source-ambiguous sounds > Onomatopoeia > Rumble,"A loud, low-pitched, dull, continuous noise."
488,/m/07qyrcz,Plop,Source-ambiguous sounds,Onomatopoeia,Plop,,,,Source-ambiguous sounds > Onomatopoeia > Plop,The sound of a small object dropping into a liquid without a splash.
489,/m/07qfgpx,"Jingle, tinkle",Source-ambiguous sounds,Onomatopoeia,"Jingle, tinkle",,,,"Source-ambiguous sounds > Onomatopoeia > Jingle, tinkle","An irregular pattern of short metallic sounds, especially from small metal objects such as keys or coins shaking against each other."
490,/m/07rcgpl,Hum,Source-ambiguous sounds,Onomatopoeia,Hum,,,,Source-ambiguous sounds > Onomatopoeia > Hum,"A continuous, dull tone."
491,/m/07p78v5,Zing,Source-ambiguous sounds,Onomatopoeia,Zing,,,,Source-ambiguous sounds > Onomatopoeia > Zing,A brief high-pitched buzzing or humming sound.
492,/t/dd00121,Boing,Source-ambiguous sounds,Onomatopoeia,Boing,,,,Source-ambiguous sounds > Onomatopoeia > Boing,A bouncing or spring-like sound with a tonal component that sweeps upwards.
493,/m/07s12q4,Crunch,Source-ambiguous sounds,Onomatopoeia,Crunch,,,,Source-ambiguous sounds > Onomatopoeia > Crunch,The sound of a brittle substance being crushed.
494,/m/028v0c,Silence,Source-ambiguous sounds,Silence,,,,,Source-ambiguous sounds > Silence,The absence of audible sound or presence of sounds of very low intensity.
495,/m/01v_m0,Sine wave,Source-ambiguous sounds,Other sourceless,Sine wave,,,,Source-ambiguous sounds > Other sourceless > Sine wave,"A continuous, pure tone of fixed pitch and amplitude."
496,/m/0b9m1,Harmonic,Source-ambiguous sounds,Other sourceless,Sine wave,Harmonic,,,Source-ambiguous sounds > Other sourceless > Sine wave > Harmonic,A sine tone whose frequency is an integer multiple of some fundamental tone.
497,/m/0hdsk,Chirp tone,Source-ambiguous sounds,Other sourceless,Sine wave,Chirp tone,,,Source-ambiguous sounds > Other sourceless > Sine wave > Chirp tone,A tone whose frequency increases or decreases with time.
498,/m/0c1dj,Sound effect,Source-ambiguous sounds,Other sourceless,Sound effect,,,,Source-ambiguous sounds > Other sourceless > Sound effect,"An artificially created or enhanced sound used to emphasize artistic or other content of films, television shows, live performances, animation, video games, music, or other media."
499,/m/07pt_g0,Pulse,Source-ambiguous sounds,Other sourceless,Pulse,,,,Source-ambiguous sounds > Other sourceless > Pulse,"A sound that is modulated in short, regular bursts at approximately 1 Hz.  This class is not for heartbeat sounds, use /m/01jg02."
500,/t/dd00125,"Inside, small room","Channel, environment and background",Acoustic environment,"Inside, small room",,,,"Channel, environment and background > Acoustic environment > Inside, small room","Sounds that appear to have been recorded within a small room, such as one that can accommodate no more than 15 people."
501,/t/dd00126,"Inside, large room or hall","Channel, environment and background",Acoustic environment,"Inside, large room or hall",,,,"Channel, environment and background > Acoustic environment > Inside, large room or hall","Sounds that appear to have been recorded in a large room or hall, often with clearly perceptible reverberation."
502,/t/dd00127,"Inside, public space","Channel, environment and background",Acoustic environment,"Inside, public space",,,,"Channel, environment and background > Acoustic environment > Inside, public space","Sounds that appear to have been recorded in a public space such as store, restaurant, or travel terminus, often characterized by both reverberation and continuous background noise."
503,/t/dd00128,"Outside, urban or manmade","Channel, environment and background",Acoustic environment,"Outside, urban or manmade",,,,"Channel, environment and background > Acoustic environment > Outside, urban or manmade",Sounds that appear to have been recorded outdoors in a human-constructed environment.
504,/t/dd00129,"Outside, rural or natural","Channel, environment and background",Acoustic environment,"Outside, rural or natural",,,,"Channel, environment and background > Acoustic environment > Outside, rural or natural","Sounds that appear to have been recorded outdoors in a natural, non-manmade environment."
505,/m/01b9nn,Reverberation,"Channel, environment and background",Acoustic environment,Reverberation,,,,"Channel, environment and background > Acoustic environment > Reverberation",The sound of an acoustic environment that includes substantial reflection from multiple walls or other hard surfaces. Reverberation is generally perceived as being able to 'hear' the presence and size of the room or space in which the sound is made.  The reflected sounds should remain audible for hundreds of milliseconds or longer.
506,/m/01jnbd,Echo,"Channel, environment and background",Acoustic environment,Echo,,,,"Channel, environment and background > Acoustic environment > Echo","A sound which is a delayed and attenuated repetition of an earlier sound, for example because the sound wave has been reflected back from a distant, planar surface. To be perceived as an echo, the repetion must be delayed by around 100 milliseconds or more."
507,/m/096m7z,Noise,"Channel, environment and background",Noise,,,,,"Channel, environment and background > Noise",A sound that has no perceptible structure and that typically interferes with the perception of more interesting or important sounds.
508,/m/06_y0by,Environmental noise,"Channel, environment and background",Noise,Background noise,Environmental noise,,,"Channel, environment and background > Noise > Background noise > Environmental noise","The combined sounds of transport, industrial, and recreational activities."
509,/m/07rgkc5,Static,"Channel, environment and background",Noise,Background noise,Static,,,"Channel, environment and background > Noise > Background noise > Static",A crackling or hissing noise caused by electrical interference.
