Sequence,Order,ordensrelasjon::orden_norsknavn,Family,familierelasjon::familie_norsknavn,Scientific_name,norskAviListv1,English_name_AviList
13741,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus cephalotes,andestyrann,Pale-edged Flycatcher
13744,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus cinerascens,blektyrann,Ash-throated Flycatcher
13747,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus nuttingi,mestistyrann,Nutting's Flycatcher
13751,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus crinitus,lundtyrann,Great Crested Flycatcher
13752,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus tyrannulus,brunstenktyrann,Brown-crested Flycatcher
13760,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus magnirostris,galapagostyrann,Galapagos Flycatcher
13761,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus nugator,grenadatyrann,Grenada Flycatcher
13762,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus validus,ruststjerttyrann,Rufous-tailed Flycatcher
13763,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus sagrae,kubatyrann,La Sagra's Flycatcher
13766,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus stolidus,karibtyrann,Stolid Flycatcher
13769,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus antillarum,puertoricotyrann,Puerto Rican Flycatcher
13770,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiarchus oberi,antilltyrann,Lesser Antillean Flycatcher
13776,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Legatus leucophaius,pirattyrann,Piratic Flycatcher
13780,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Attila phoenicurus,gråhetteattila,Rufous-tailed Attila
13781,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Attila cinnamomeus,kanelattila,Cinnamon Attila
13782,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Attila torridus,okerattila,Ochraceous Attila
13783,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Attila citriniventris,sitronbukattila,Citron-bellied Attila
13784,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Attila bolivianus,hvitøyeattila,White-eyed Attila
13787,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Attila rufus,gråhodeattila,Grey-hooded Attila
13790,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Attila spadiceus,gulgumpattila,Bright-rumped Attila
13804,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Machetornis rixosa,kvegtyrann,Cattle Tyrant
13809,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Philohydor lictor,småkiskadi,Lesser Kiskadee
13813,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Pitangus sulphuratus,storkiskadi,Great Kiskadee
13825,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiozetetes cayanensis,rustvingetyrann,Rusty-margined Flycatcher
13830,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiozetetes similis,haciendatyrann,Social Flycatcher
13838,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiozetetes granadensis,gråkronetyrann,Grey-capped Flycatcher
13842,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiozetetes luteiventris,varzeatyrann,Dusky-chested Flycatcher
13846,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiodynastes hemichrysus,gyllenbuktyrann,Golden-bellied Flycatcher
13850,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiodynastes chrysocephalus,gullissetyrann,Golden-crowned Flycatcher
13851,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiodynastes bairdii,chimutyrann,Baird's Flycatcher
13852,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiodynastes maculatus,stripetyrann,Streaked Flycatcher
13860,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiodynastes luteiventris,svovelbuktyrann,Sulphur-bellied Flycatcher
13862,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tyrannopsis sulphurea,svoveltyrann,Sulphury Flycatcher
13864,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Megarynchus pitangua,båtnebbtyrann,Boat-billed Flycatcher
13872,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Conopias albovittatus,hvitkranstyrann,White-ringed Flycatcher
13875,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Conopias parvus,guyanatyrann,Yellow-throated Flycatcher
13876,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Conopias trivirgatus,trestripetyrann,Three-striped Flycatcher
13879,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Conopias cinchoneti,sitronbryntyrann,Lemon-browed Flycatcher
13883,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Empidonomus varius,glennetyrann,Variegated Flycatcher
13886,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Empidonomus aurantioatrocristatus,gnisttyrann,Crowned Slaty Flycatcher
13890,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tyrannus savana,gaffeltyrann,Fork-tailed Flycatcher
13895,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tyrannus albogularis,tupikongetyrann,White-throated Kingbird
13896,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tyrannus melancholicus,tropekongetyrann,Tropical Kingbird
13900,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tyrannus cubensis,storkongetyrann,Giant Kingbird
13901,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tyrannus dominicensis,gråkongetyrann,Grey Kingbird
13904,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tyrannus niveigularis,inkakongetyrann,Snowy-throated Kingbird
13905,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tyrannus caudifasciatus,karibkongetyrann,Loggerhead Kingbird
13912,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tyrannus couchii,mayakongetyrann,Couch's Kingbird
13913,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tyrannus crassirostris,tykknebbkongetyrann,Thick-billed Kingbird
13916,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tyrannus tyrannus,østkongetyrann,Eastern Kingbird
13917,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tyrannus vociferans,krattkongetyrann,Cassin's Kingbird
13920,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tyrannus forficatus,saksetyrann,Scissor-tailed Flycatcher
13921,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Tyrannus verticalis,vestkongetyrann,Western Kingbird
13923,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Muscigralla brevicauda,kortstjerttyrann,Short-tailed Field Tyrant
13925,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiophobus flavicans,gulstenktyrann,Flavescent Flycatcher
13931,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiophobus phoenicomitra,ildkronetyrann,Orange-crested Flycatcher
13934,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiophobus inornatus,rustbåndtyrann,Unadorned Flycatcher
13935,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiophobus roraimae,kanelbåndtyrann,Roraiman Flycatcher
13939,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiophobus cryptoxanthus,olivenbrysttyrann,Olive-chested Flycatcher
13940,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiophobus fasciatus,kjerrtyrann,Bran-colored Flycatcher
13946,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiophobus crypterythrus,flekkbrysttyrann,Mouse-grey Flycatcher
13947,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiophobus rufescens,kanelbrysttyrann,Rufescent Flycatcher
13949,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Silvicultrix frontalis,gulpannetyrann,Crowned Chat-Tyrant
13952,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Silvicultrix spodionota,sitronpannetyrann,Kalinowski's Chat-Tyrant
13955,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Silvicultrix jelskii,mosetyrann,Jelski's Chat-Tyrant
13956,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Silvicultrix pulchella,gullbryntyrann,Golden-browed Chat-Tyrant
13959,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Silvicultrix diadema,diademtyrann,Yellow-bellied Chat-Tyrant
13966,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Colorhamphus parvirostris,patagoniatyrann,Patagonian Tyrant
13968,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Ochthoeca salvini,tumbestyrann,Tumbes Tyrant
13969,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Ochthoeca cinnamomeiventris,skiferryggtyrann,Slaty-backed Chat-Tyrant
13970,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Ochthoeca nigrita,svarttyrann,Blackish Chat-Tyrant
13971,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Ochthoeca thoracica,maronbrysttyrann,Maroon-belted Chat-Tyrant
13974,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Ochthoeca rufipectoralis,rødbrysttyrann,Rufous-breasted Chat-Tyrant
13982,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Ochthoeca fumicolor,paramotyrann,Brown-backed Chat-Tyrant
13987,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Ochthoeca superciliosa,rustbryntyrann,Rufous-browed Chat-Tyrant
13988,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Ochthoeca oenanthoides,punatyrann,D'Orbigny's Chat-Tyrant
13991,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Ochthoeca piurae,piuratyrann,Piura Chat-Tyrant
13992,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Ochthoeca leucophrys,hvitbryntyrann,White-browed Chat-Tyrant
14000,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Phelpsia inornata,llanostyrann,White-bearded Flycatcher
14002,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Guyramemua affine,cerradotyrann,Chapada Flycatcher
14004,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Sublegatus arenarum,nordkrattyrann,Northern Scrub Flycatcher
14011,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Sublegatus obscurior,amazonkrattyrann,Amazonian Scrub Flycatcher
14012,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Sublegatus modestus,sørkrattyrann,Southern Scrub Flycatcher
14016,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Colonia colonus,pendeltyrann,Long-tailed Tyrant
14023,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Arundinicola leucocephala,hvithodetyrann,White-headed Marsh Tyrant
14025,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Fluvicola pica,hvitskuldervanntyrann,Pied Water Tyrant
14026,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Fluvicola albiventer,svartryggvanntyrann,Black-backed Water Tyrant
14027,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Fluvicola nengeta,maskevanntyrann,Masked Water Tyrant
14031,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Pyrocephalus nanus,sinobertyrann,Brujo Flycatcher
14034,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Pyrocephalus rubinus,rubintyrann,Vermilion Flycatcher
14046,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Muscipipra vetula,svanstyrann,Shear-tailed Grey Tyrant
14048,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Gubernetes yetapa,strimmelstjerttyrann,Streamer-tailed Tyrant
14050,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Heteroxolmis dominicana,dominikanertyrann,Black-and-white Monjita
14052,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Alectrurus tricolor,hanetyrann,Cock-tailed Tyrant
14053,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Alectrurus risora,vimpeltyrann,Strange-tailed Tyrant
14055,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Ochthornis littoralis,elvetyrann,Drab Water Tyrant
14057,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Cnemotriccus fuscatus,bruntyrann,Fuscous Flycatcher
14066,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Aphanotriccus capitalis,safranbrysttyrann,Tawny-chested Flycatcher
14067,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Aphanotriccus audax,svartnebbtyrann,Black-billed Flycatcher
14069,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Lathrotriccus griseipectus,gråbrysttyrann,Grey-breasted Flycatcher
14070,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Lathrotriccus euleri,skogtyrann,Euler's Flycatcher
14077,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Xenotriccus callizonus,beltetyrann,Belted Flycatcher
14078,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Xenotriccus mexicanus,aztektyrann,Pileated Flycatcher
14080,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Sayornis saya,brunfibi,Say's Phoebe
14083,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Sayornis phoebe,gråfibi,Eastern Phoebe
14084,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Sayornis nigricans,svartfibi,Black Phoebe
14092,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Empidonax virescens,østempid,Acadian Flycatcher
14093,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Empidonax albigularis,hvitstrupeempid,White-throated Flycatcher
14097,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Empidonax alnorum,oreempid,Alder Flycatcher
14098,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Empidonax traillii,vierempid,Willow Flycatcher
14103,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Empidonax flaviventris,gulbukempid,Yellow-bellied Flycatcher
14104,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Empidonax flavescens,gulempid,Yellowish Flycatcher
14108,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Empidonax difficilis,vestempid,Western Flycatcher
14114,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Empidonax hammondii,granempid,Hammond's Flycatcher
14115,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Empidonax oberholseri,krattempid,American Dusky Flycatcher
14116,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Empidonax affinis,furuempid,Pine Flycatcher
14122,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Empidonax minimus,småempid,Least Flycatcher
14123,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Empidonax wrightii,gråempid,American Grey Flycatcher
14124,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Empidonax atriceps,svarthetteempid,Black-capped Flycatcher
14125,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Empidonax fulvifrons,brunbrystempid,Buff-breasted Flycatcher
14133,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Mitrephanes olivaceus,inkatopptyrann,Olive Tufted Flycatcher
14134,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Mitrephanes phaeocercus,topptyrann,Northern Tufted Flycatcher
14140,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Contopus cooperi,jakkepivi,Olive-sided Flycatcher
14141,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Contopus ochraceus,okerpivi,Ochraceous Pewee
14142,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Contopus pertinax,storpivi,Greater Pewee
14145,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Contopus lugubris,sotpivi,Dark Pewee
14146,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Contopus fumigatus,røykpivi,Smoke-colored Pewee
14153,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Contopus pallidus,jamaicapivi,Jamaican Pewee
14154,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Contopus punensis,quechuapivi,Tumbes Pewee
14155,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Contopus albogularis,hvitstrupepivi,White-throated Pewee
14156,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Contopus nigrescens,kokspivi,Blackish Pewee
14159,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Contopus cinereus,sørtropepivi,Southern Tropical Pewee
14162,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Contopus sordidulus,vestpivi,Western Wood Pewee
14167,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Contopus bogotensis,nordtropepivi,Northern Tropical Pewee
14173,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Contopus virens,østpivi,Eastern Wood Pewee
14174,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Contopus caribaeus,karibpivi,Cuban Pewee
14179,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Contopus hispaniolensis,hispaniolapivi,Hispaniolan Pewee
14182,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Contopus latirostris,antillpivi,Lesser Antillean Pewee
14187,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Satrapa icterophrys,satraptyrann,Yellow-browed Tyrant
14189,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Syrtidicola fluviatilis,dvergmarktyrann,Little Ground Tyrant
14191,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Muscisaxicola maculirostris,flekknebbmarktyrann,Spot-billed Ground Tyrant
14195,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Muscisaxicola griseus,askemarktyrann,Taczanowski's Ground Tyrant
14196,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Muscisaxicola juninensis,punamarktyrann,Puna Ground Tyrant
14197,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Muscisaxicola cinereus,gråmarktyrann,Cinereous Ground Tyrant
14200,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Muscisaxicola albifrons,stormarktyrann,White-fronted Ground Tyrant
14201,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Muscisaxicola flavinucha,gulkronemarktyrann,Ochre-naped Ground Tyrant
14204,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Muscisaxicola rufivertex,rødkronemarktyrann,Rufous-naped Ground Tyrant
14209,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Muscisaxicola maclovianus,magellanmarktyrann,Dark-faced Ground Tyrant
14212,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Muscisaxicola albilora,hvitbrynmarktyrann,White-browed Ground Tyrant
14213,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Muscisaxicola alpinus,paramomarktyrann,Paramo Ground Tyrant
14217,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Muscisaxicola capistratus,kanelmarktyrann,Cinnamon-bellied Ground Tyrant
14218,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Muscisaxicola frontalis,svartpannemarktyrann,Black-fronted Ground Tyrant
14220,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Lessonia rufa,patagonianegrito,Austral Negrito
14221,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Lessonia oreas,andesnegrito,Andean Negrito
14223,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Hymenops perspicillatus,brilletyrann,Spectacled Tyrant
14227,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Knipolegus orenocensis,flodsottyrann,Riverside Tyrant
14231,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Knipolegus poecilurus,ruststjertsottyrann,Rufous-tailed Tyrant
14237,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Knipolegus poecilocercus,amazonsottyrann,Amazonian Black Tyrant
14238,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Knipolegus franciscanus,caatingasottyrann,Sao Francisco Black Tyrant
14239,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Knipolegus lophotes,toppsottyrann,Crested Black Tyrant
14240,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Knipolegus nigerrimus,fløyelssottyrann,Velvety Black Tyrant
14243,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Knipolegus signatus,andessottyrann,Jelski's Black Tyrant
14244,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Knipolegus cabanisi,blysottyrann,Plumbeous Tyrant
14245,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Knipolegus cyanirostris,blånebbsottyrann,Blue-billed Black Tyrant
14246,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Knipolegus striaticeps,chacosottyrann,Cinereous Tyrant
14247,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Knipolegus aterrimus,hvitvingesottyrann,White-winged Black Tyrant
14251,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Knipolegus hudsoni,pampassottyrann,Hudson's Black Tyrant
14253,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Cnemarchus erythropygius,rødgumptyrann,Red-rumped Bush Tyrant
14256,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Cnemarchus rufipennis,rødvingetyrann,Rufous-webbed Bush Tyrant
14260,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Xolmis velatus,hvitgumptyrann,White-rumped Monjita
14261,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Xolmis irupero,hvittyrann,White Monjita
14265,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Pyrope pyrope,rødøyetyrann,Fire-eyed Diucon
14269,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Nengetus cinereus,gråtyrann,Grey Monjita
14273,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Neoxolmis coronatus,svartkronetyrann,Black-crowned Monjita
14274,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Neoxolmis salinarum,salttyrann,Salinas Monjita
14275,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Neoxolmis rubetra,rustryggtyrann,Rusty-backed Monjita
14276,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Neoxolmis rufiventris,trostetyrann,Chocolate-vented Tyrant
14278,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiotheretes striaticollis,stripestrupetyrann,Streak-throated Bush Tyrant
14281,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiotheretes pernix,santamartatyrann,Santa Marta Bush Tyrant
14282,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiotheretes fumigatus,røyktyrann,Smoky Bush Tyrant
14287,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Myiotheretes fuscorufus,cuzcotyrann,Rufous-bellied Bush Tyrant
14289,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Agriornis montanus,svartnebbrovtyrann,Black-billed Shrike-Tyrant
14296,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Agriornis albicauda,hvitstjertrovtyrann,White-tailed Shrike-Tyrant
14299,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Agriornis lividus,storrovtyrann,Great Shrike-Tyrant
14302,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Agriornis micropterus,gråbukrovtyrann,Grey-bellied Shrike-Tyrant
14305,Passeriformes,Spurvefugler,Tyrannidae,Tyrannfamilien,Agriornis murinus,dvergrovtyrann,Lesser Shrike-Tyrant
14308,Passeriformes,Spurvefugler,Melanopareiidae,Månesmettfamilien,Melanopareia torquata,cerradomånesmett,Collared Crescentchest
